,index,photo_id,business_id,caption,label,label_name
36,36,akX1SwtIQRhJgJ6oCehdOQ,DzrgzDDKSpACYWW3yKSt7A,Korea town,0,drink
37,37,11RXW3x2q6yGd24cVIF8Uw,BAle9XGF4_x-uHAQi59qCw,,0,drink
38,38,foe-WG9wgBoqRXepamELcg,12fHonfwOK7tecqgPYXHhg,Malt bubble tea x 2,0,drink
39,39,JVDHvoXy-4NmD8Mx0sTCAA,SWL9Tdq5YQd7_8gYWfLegw,Refreshing Honey Green Tea,0,drink
40,40,R9BQ5EWJK976vD-jX5X7cQ,HjPENO_2kLHeZzxEiDpzlw,Beer & sangria,0,drink
41,41,xYRLYNlV38_fSlZPjlm07w,OEx-IIZtA_D5We7rTVD4zw,,0,drink
42,42,SVOkjKJVIdXsIXsEluQehA,3MTg6H7vM-uWXTJV3dUfKg,,0,drink
43,43,MNkQwHiUvmMKS7LQHgXF7g,VvwnACdZS5Rq7H9JVyeRMQ,Mexican Street corn off the cob,0,drink
44,44,ljod27WxoT1G-k1LqLxd7Q,PkKJhv127iU1-XUdap5efg,,0,drink
45,45,UJPr19kiM6xX5DXgovxplg,eyUrgP6fuVk9sJ83NhXRng,Cucumber Basil Gimlet,0,drink
46,46,iHkPYwMoK9uXJEDEBKkJUA,DsleGw9inwvhXqjueN3ucQ,Key lime pie beer,0,drink
47,47,OT3yqNuH06nZln2utQogAg,xVxjzyMqghCYwVe_dwJzJw,"michelada\, I guess",0,drink
48,48,5oWMVtV136CYv_vjaGU-2A,A7oeXiStIt3uTU9OT07Qpw,Drink choices.,0,drink
49,49,Hv8uxWxbB8JY82LRY7UZ1w,OiCCTRe0zsKT7l3rvob7Mw,Asahi Black Beer - Bamboo Sushi,0,drink
50,50,ZKWwtKdt4HSCfaX8hpeDLA,1q3u0GmFKRKPV_ikCiCbUw,,0,drink
51,51,06QqM0474Y7VcgZDeuKIJQ,RVrmXr5GfPi-BUdkmaCEcQ,Mango Dos XX Rita!! And Charbroiled Oysters (in the background).,0,drink
52,52,hfEHpMhU8XTldwwTaNo2WA,fz6MovvNwe-6Vp9quXgF0w,,0,drink
53,53,mVIL3pXe8UcFix6N6d2q2g,gn_Qx9NdKSW36MJjQmXDvw,Sample tasted.,0,drink
54,54,uiMZF0NIz3MboLD8VzAooQ,Z5Oc3lC-NAhbmfVfRnwSzQ,,0,drink
55,55,mQDVoJZsTw7JdHuB5naiLQ,-uKlx5Ab45PTAQerE7_C_A,Got that agua,0,drink
56,56,sHCDpv9othsm21ci4sJ9TQ,Ab7BATDxCglV-5mi0Fmv7A,Red Bean Soup - Free Dessert #2,0,drink
57,57,rRaAUC29V4CN5oHulFyRhQ,0czUaED91z_kLP6n0pxc_A,Mimosas!,0,drink
58,58,M1tu1227E0rq5u1vWevRGg,rNmAxOkEJ07_YHAxHKyH4Q,Gangsters Paradise,0,drink
59,59,F6zSfr_CtRMm3wVvwDoPqg,EE-Co8DEeclMWHa6m7hBpw,,0,drink
60,60,UmjdPetxi02V3EdjwOt0TA,2vppZx0rTDZtCzw-NljdRQ,Old Fashioned from scratch!,0,drink
61,61,cO2nUQl3ZCPbVsbdj6RIfQ,A-fyxw5z4xkV5-KFKuq_8A,,0,drink
62,62,91rfQG9XuzI-cK1noLyonQ,5EbzAUrSXK-g1HAxwGJLCw,Pineapple mzrgary,0,drink
63,63,wK6aJ9-AuIn-qkCuoZ4siA,ApwmEiStq9aP9-Tf2xfVtA,,0,drink
64,64,IkR4Dy3F0n70vbQo8iquXA,iGsqEZZNtYJBBkecQlujXg,Birthday tequila shots,0,drink
65,65,wCyTGeXO4BBryxVwmO_GvA,kcSiJzm2FqWRBOcl0qeCyw,,0,drink
66,66,qymm7AThvybosW9dfi4tqw,XF5axPYpw010RtHVhoNOPw,Pumpkin Pie Latte,0,drink
67,67,-8iFXSw1S6cyIN4nP6cINw,QW3anlt1nJ9aNkdQAV-Ifw,Old Lady Gang,0,drink
68,68,l8zbWtceoixTS-NDbYJSYA,y9DmwlwW1TuEQWv9vfqp8Q,"One of my\, uh\, three or four mint juleps at Graffiti Junktion during The Kentucky Derby (5/5/12). They were awesome.",0,drink
69,69,h_W4yihNy_CQLD3lX2_KoQ,OKr3GRdooEfVMsOJ8GGpdw,Hot Chocolate,0,drink
70,70,wKwgt-pw9OJ87hKGfxWEJg,eUzwsbcUb-KhQT5ADSpNGQ,Morning meditation,0,drink
71,71,i-aHqd1wYJ43LDS74OxiOQ,7f4z43MHAV-l-LsRYsasAg,Taro boba smoothie,0,drink
72,72,xZbx0S4Va3MQz70c6tRQww,U1OKA8MgCF1_O6g2p2xrqA,Salmon Avocado Hand Roll,0,drink
73,73,l0PilChMo1e8CFDlWuSOaQ,UnJbcWiIgXdYMgmmRw2Vog,All the martinis,0,drink
74,74,pGfhWFcVmGgsHmfst_yC5A,-HRuT0f_S_m2sz0W7GvNRw,,0,drink
75,75,p6H6jhhfM7HiKLP_2KK0aw,FJo2jznp56MU_IdDcX038A,10 oz Cloud 9!,0,drink
76,76,_6erKHHglA58z06MAeJ90w,VAzPlgVohThtCNuPqlojHQ,,0,drink
77,77,HIDV8TwhJbs-3a7rLZ-dag,i7cf9LWKMyYHq6LwnldBFA,,0,drink
78,78,Pu3pMmZbkNSAHqL5801lVQ,JlEJ3-pZwNvblzpqqSIYdA,Red Dragon Fruit Smoothie Cheezo Tea,0,drink
79,79,g9mms9tbWlD3a9gwkdbbKw,zLfFoa53W1hJpG8BkR27-w,,0,drink
80,80,9d0g3rxmaQXjLaxmyfydPQ,xg_OXQY_DOFuyV43N1KgiQ,Lavender and honey milkshake,0,drink
81,81,doTPjd5s50WYloWZtytFpQ,zPMLjmXmHXTW9WRh3fVfZA,,0,drink
82,82,gVDtN4pIj9TGTyPU1zJsvQ,b5lXwmZgMchRBOb7-0RnZA,Beer on beer on beer.,0,drink
83,83,NL_KO-jZQT-HgzkKjdlGAw,cLGh_q9jWTpp53tsj29S-w,,0,drink
84,84,9wahGZTDTSrCNL7loY-FbA,8NB62rqOWHy3zDck4cCBhQ,Masters Negroni,0,drink
85,85,c30lsvGfAqGUTjt3gfgJeA,jtCvN-hmuiW2xFXtLL7JiQ,Fresh soy milk,0,drink
86,86,5zOrODQvu9VrZmMx2bqKEA,ah2v7AwiH0AOkjmWU6za4Q,His and Hers growlers,0,drink
87,87,B_mHddZAPFlCU2A97GJezQ,XFR5oY68uNswE733SeW4qg,Heatwave calls for venti mango dragonfruit refresher,0,drink
88,88,6rWlH8hTtoRdqqa-SSbgMw,58cDJU4cub1o0o0B4h9GrA,,0,drink
89,89,uQCOFYsS1q4Lr6eUvpOLxw,WF2L2lz8w85uQJZxCwNfXQ,"Italian Margarita made with Jose Cuervo Especial Silver tequila\, triple sec and amaretto.",0,drink
90,90,Zz-0-DuKr1v_eaO5BIUiOg,AfB-PQ0zM2L-PgtOVlLr2Q,Strawberry Basil Soda,0,drink
91,91,4hwcReYkeDE4CF0eopmI6A,5IAQj7uecoiNfdnyU3jyiQ,,0,drink
92,92,C68yjw4vVHaEseWDZMHzsA,FBQp3R_PQIM9eGnkqzmlOw,"The French toast was perfect\, fluffy and perfect amount of sweetness.",0,drink
93,93,IChhOVnG6JtvSgUA8VU1Xg,FchSThZC_-4vvjgWpA8wvg,New Orleans iced coffee $4.55,0,drink
94,94,KCBJa47d_8137alVhtxN-A,SnoqaVFfDizTipZ7U9Revw,,0,drink
95,95,Yrqb7L1S6lXHkQ9lbqx0aw,ztBeubYuDeQ7BXc0FnAezA,passion in love,0,drink
96,96,ShM2WPTKOp75Fy6sdUNcfA,D-ZPgwMcnQFOBD6w7bxiuw,Great bloody mix!,0,drink
97,97,PtkJq2d9N5fQoCB0jzxqFg,Irp5sgl7XASH5ZTw2D47qw,,0,drink
98,98,oydlGIixGh4Q90gkMbc2XQ,Kru7dkNtZsLOPa7OxUmTvA,Iced coffee with (almost) my name,0,drink
99,99,skkWeLw_I8duhHsWN_EXtQ,5Kq_q-tngZqhJbVbiYmpsg,,0,drink
100,100,jMC6Wndc69-vLhUnwTS1mw,sh55YzC-NUA0UMHDJsdK8g,Asian makeup,0,drink
101,101,jWWdcr3oi_Q-6mSY9UxVkQ,mMUwbFKSeUvX6vb-OX3d8A,Smoked watermelon margarita. Good but don't taste anything smokey about it.,0,drink
102,102,KNtQg6ndR1Hz2SECI4PX_g,fW8XsO1bzAN45oLvVxOytw,Large chocolate shake. Yum!,0,drink
103,103,2JiyyFTVd9FXYxZuslxJ9g,NiMYz3Tzh-133WQJyU8NpA,Fruit,0,drink
104,104,J5gf78LPWfPYxj24XIVZ6A,4Of-QOTcNkwtR-xVATcqoQ,Tiger milk boba with soy milk,0,drink
105,105,8pkim3PlhBXlqSrhJQSmLg,Gs5PmEs-VvlZjQ9RGpIskw,Kale tonic and morning mediation.,0,drink
106,106,5WAla2BjuH5kFXwFFI97MA,spqL3a5sVsDKLosHyqYAgA,Turkish Coffee,0,drink
107,107,_HxnoGpQuXK0BX8_BilSwg,7Ouec2qlKyXnFrZc1tWIRQ,Taro and classic milk tea,0,drink
108,108,-wThwM3gY5-Gqynkc1_erw,8Qz9VZAy32E--x89Xm0VEw,Pharmacy Bar,0,drink
109,109,0lc7UAB8wXb1uzKO8UD7IQ,yg2s2EA9Lnepuz36N7n_0g,"HH everyday 3-6pm $5 wines and $5 fresh beers on tap! (Pictured: Yaletown Mainland Lager\, 5% Abv)",0,drink
110,110,SURcqJRBEHltjlAwyNZjIQ,hDGZeURFtJiZ6aGx2XxkMQ,,0,drink
111,111,eWs0D93r1IIRSQB0zw_gkg,KIvh8Y4HEJrejmCito_5tA,Rum Flight...$19,0,drink
112,112,nszcivJ3WYOQa7wRB4HvfQ,6hfUwWzvJvT-rJ7JnMdblg,The Sunday morning...on a Saturday night.,0,drink
113,113,QYx9FozsigPZDHayAdcH3Q,Go8U9oJd4CfpO1ik4Z8iKA,,0,drink
114,114,pfzhBlqkIoKgek09k75Pfw,qkpTiGcJbkNKgmCj4rmkkQ,,0,drink
115,115,mBmtq862P4S7WFu27pmb6A,fpq6qzXTFqs76_lWaD7ERw,,0,drink
116,116,Y8VQq3iCNTsE-g1CNVLWrQ,nYbw9-Dq_t1IM1UHzYp2FQ,Mimosas- Grapefruit and Apple!!!,0,drink
117,117,E7SoZlzbtV0j3GGClefBLQ,vJ02-coOEVetMl50twTLRw,The Best Bloody Mary Ever!,0,drink
118,118,pQzXFzo4CZcLUQTEcKZJLw,8JzS2dXOMctq_3sShd4Adg,Beer Flight,0,drink
119,119,lBmDnL-OmPOw8TcA4fyZwA,wTPz6CrqVYjuO_BbzQuQ-g,,0,drink
120,120,lbDoBRe015x7DEBS3NT9iQ,Ux4IU7_y2arv3TU5hn-_HA,Get the Grendel's ghost (white mocha and white espresso) and have it iced with coconut milk. So yum!,0,drink
121,121,lHweqW6rs1goKgt9Fyl-ug,lBJRq_ih62mkK6ky1xXeYQ,Blue Rock Candy Martini,0,drink
122,122,M7_SEpbl8b1BKeTz_55Hpw,KsPnpdIOWUZrSbOhnkw24w,,0,drink
123,123,JNq4n_sn8CyG0W3Bf-J1PA,6yqPYHtG4LpOVushEzrxXw,,0,drink
124,124,7e8nGAl17h0esMck70wEqA,yUKTMp4kF3RfEeQoq3zxtg,,0,drink
125,125,UJtCjAdpbVglX042WfGpXw,OiCCTRe0zsKT7l3rvob7Mw,,0,drink
126,126,Ko81n0j16bX79w6vNh33AA,zZIWHmITwqaC8OhnPkjEIQ,Latte,0,drink
127,127,QwJkf3ECVp7x31c_n6-QXg,F5CUco8vgVGRIib_36CZ-Q,Raspberry herbal tea,0,drink
128,128,5aznLpTd8WIvw9Ulm1HVUg,GPTBEC5g9buZTRkHCoPnsA,Oregon Chai latte...hot and sweet.,0,drink
129,129,sbKSzHgCFvl28-rLAV2pIQ,uAROEz8D29elXoNxjnPrkQ,,0,drink
130,130,y9ZXJWVTLKqEEnskb4rlXg,b_ud01aZAwHk0fUesSqHvw,,0,drink
131,131,nNAhtpm_R-dM3EoVuBhk6Q,WO-eDWGzs86oRctco-cP4A,New freezes!,0,drink
132,132,6p2xevJ3Iy32O49U46o69w,00K-UTXqg9iDoMXB3QXh0A,"Angels Blvd. The bar infuses and oak ages its liquor all at the bar.  Oaky\, earthy delicious drink!",0,drink
133,133,n77ejb4iRE7yNvAbRIDajg,bqC8cTtPJmSAW6NUVHV9YQ,Harpoon Munich Ale,0,drink
134,134,sRdoSh_ETRg31TbTBRxmAQ,1mu7f2nkFZVQsvFhljfuew,Coconuts roasting over an open fire. Cute but not much alcohol,0,drink
135,135,arRpev0_3qj4lW6s1s9haw,X0kFZaXFDobI54itwkTN-A,,0,drink
136,136,5DvbvjCygmhK3bZGMSqfDg,9XJVqq0xSJWv-ihXEIiL_w,,0,drink
137,137,1V_V-z5vIgZOZQqOEwtMtg,UYaHdKDQfi8In82GrJUs1w,Creme brûlée,0,drink
138,138,sWx1mSQ_5RonwyS9Nf420w,5oed6H5F8qZxNzELq_1e1w,Stumptown Cold Brew!,0,drink
139,139,UTZanrxbhTDB6gqM9wclJg,9Waotz-_G9woVPWZTmZcwA,CÀ PHÊ SỮA ĐÁ Vietnamese iced coffee CÀ PHÊ SỮA NÓNG Vietnamese hot coffee,0,drink
140,140,0VHS1vEU1UuogxgtXuZiiQ,VUWW2_52d567vne5hy1hng,Beauty !! Flat white !!,0,drink
141,141,iOeD1WolujHQCDprX6yByA,uHjxrwLTQiLhxQp5Y-PoUg,Moi,0,drink
142,142,RfEthxUdwdZvmvSeulsC-g,85Y5NBxu29KJtXE7SCrwqg,"Spanish coffee\, weak but tasty",0,drink
143,143,C366O5CtOQm4j4xErBu0xw,m2wkorY10CNg4iGAq3ZSpg,Yummy summer drink the summer splash!!,0,drink
144,144,GDMNEpFuEG7-yKvJrBbebA,8aZekoyz2x2rVDfrJ27SDw,A Million Peaches and the Eastern Maid,0,drink
145,145,zojssx4gaYU_qVvxZzGe7Q,bXy4Gg1_cVD5plOBPF5W_w,Paper tiger... yummmmmm,0,drink
146,146,vJfoepjJh9O-dyKg_UgN3g,mGsLTCJlmyaq3iDYiAPaPA,,0,drink
147,147,hpPZQG9XO7GqVEh586bvzw,acMhW2yiFCNU6PoGiHxvPQ,Mangorita,0,drink
148,148,F9jax55dOxi1ZzvZqFdJng,wPe7nciLAU3x4bTmkn-jDQ,They carry awesome local products! This wine saves the bees by planting 800 flowers per bottle on local farms!,0,drink
149,149,IVCX0vwkXxATImmmJsIu9g,D-EshH6W8S6POnQIs4IQ_w,,0,drink
150,150,8MKfM42c7VtSnZsgbYaxEg,q5FiKaXZMvbuHURMzVRrgQ,,0,drink
151,151,Gj7ynFpSmOtTIAPxilLi5w,xZ22_0eJOgaiKqIhoSHrPw,,0,drink
152,152,SazywK_O_rnRAAjgqVkWbA,mF0JmFab6K-iXrKapgJEtQ,Cold brew,0,drink
153,153,-xnP62E2yJGbcmoAt9bBZw,Hi_9v98o2c4o87E1pKZNaQ,Blue Moon Beer is here!,0,drink
154,154,ExO0Rweg_UxSMxpbIR1Bdw,wlRI4HwoHebrncaSt-aWtg,Build-your-own boba tea!,0,drink
155,155,j6IdLJjm9qKo9XCtza0k4A,4ve5ltkGVzSYbHCytpJtoQ,Free Thai iced tea with check-in! :),0,drink
156,156,tvW4pZRRvhZkDWdH-_a02Q,5KHaTbBgPPvnfK8VNoMEgw,,0,drink
157,157,bAccAmztk6PFuUZI4Jk5nQ,UD9pk3wFwIXmVCxbjiYg_g,Wine tasting,0,drink
158,158,u-oeqviq1Zxb1GONRirtjw,nIS4O-TwLYkA_P1Cu0SfhA,Rose thorn,0,drink
159,159,R1TPNBUAJh_Ux_Drn-OOTA,xVDexDk7NkLLWFb2w0DSqQ,,0,drink
160,160,8KTWVxj_aaK3dA4LcvENwQ,qeuJgUdcmL5yAweOsMm6rA,,0,drink
161,161,q9kwShONW8iIDc0BI-0eIA,4-RkxDM200qfSG756uVmtQ,The Walking Dead!,0,drink
162,162,KDN693uTRULDttFm0zgMZQ,76rysffTZ06sCdlyqY9oQQ,,0,drink
163,163,flo2HrHcOlbVuKPP7Zyf0Q,ppeRQMZR_ITt250hPNVguQ,,0,drink
164,164,QnETjs3ZZwGx7MnD5UdnUQ,5tMFk4qwWjFcOehWLPdp-Q,"Amazing wine\, amazing ambience\, and amazing food",0,drink
165,165,_BV7SXWq9oro0b6x39z9CQ,ATSt2J8_6SsLf8RufBn0Yw,Old fashioned made w/Scotch ale and a Belgian tripel (Excellent),0,drink
166,166,0c4iNsEYU331kVH8Vwagjg,3ByjrLF8nyArUxvO6vqJCw,Mocha!,0,drink
167,167,bd-KzOpXRyJ0Am5u_s6-PQ,qnrX1gp-QYhmMvggbtar7g,"#1. Special. Coconut\, pandan jelly\, longan\, basil seed\, coconut juice. #10. Favorite. Red tapioca\, grass & pandan jelly\, coconut milk.",0,drink
168,168,Ms5upgBTLJAFYOruIbHFHw,JGkscdu3_GNDB8q6aN_hCA,A sample never hurt ...,0,drink
169,169,LYRBj-NXp2FijKHYJXASHQ,2sv_Enskt7Gt9vXyxlE3aA,Bloody mary,0,drink
170,170,O2sUwGaWIyKbw8ooy-zJ2g,qeuJgUdcmL5yAweOsMm6rA,,0,drink
171,171,_qdkblBFRm88YLg3AxVBqQ,Xo5ENFDO04HebQp-6uvqNQ,,0,drink
172,172,9JavCcXPuUY7CCCRnTKIAQ,pdQ4pZ7x9p9lUPY4JgItMw,,0,drink
173,173,yZ3u-eloxaGNnYGKD67DBQ,r2c7wD_WBmm8PJKQQHoz2Q,Beautiful color...,0,drink
174,174,VR8QSXRTcH6T25Cen4P8oA,c5cf9MNOdJY33DOZz5Wtig,,0,drink
175,175,XW2YYySxKZibHfTtY3PNTA,ImQeK2sDVhZl78dPo5AzPA,"Red bean milk tea (M\, $3.95)\, bubble milk tea (M\, $3.95)\, fresh taro milk (cold\, L\, $5.50).",0,drink
176,176,dg0aj9VahFG4cqsc3Y0mEw,vE6ZtSOEpFWbpl8KmEqv7g,Traditional Turkish tea,0,drink
177,177,Dregnk1RbaJ3kyul8UM1xw,uIrlSMYcz0ssu1BMa_o_yQ,T1 and 1 che,0,drink
178,178,qivw8Ng20boLQn7ziO-j0Q,VDSQSf6GgRk0Q9eZp1q1Gw,Aperol Spritz and Tennessee Honey ~ refreshing on a summer evening,0,drink
179,179,MqT2r9qXWnPWMmZ3SmaBJA,xIU4Io_TM-cb_e_qZhvhlg,Milk tea from the cheese series + honey lemon tea at 30% sweetness,0,drink
180,180,qwzk_WmqvNqitAtXf5I3ig,PxtrazdIyP8MSHURqcIfXQ,,0,drink
181,181,wZSEGzbc4vX0fl2zqzG_kg,5XDdbjcOZy_ugDf5oPbBlQ,Great garlic flavor.,0,drink
182,182,exNHEBNggqPaYUWCiJpdDg,milE0SqkjLvuQl0cOw2oag,Liberal prayer candles?,0,drink
183,183,wX8aPgrT0RmOMzNkRTMZKw,dEh85sFLxh4P35jhBcHrhA,,0,drink
184,184,uPf2drd_xuQqJvy-fbu1Ag,glDE8hcRYNXlvjHr7c0JUg,,0,drink
185,185,G3SUe_oYX6ZhHKAXdzxeXw,mKp5lyy0GTV0hGNEkuwuQQ,Chai tea (full cup)~,0,drink
186,186,_zvrBUGGWwcJdrEXUPxwwA,cLAOHE3XJNy0UosoQCEIyA,"Sara\, our server\, taking care of business",0,drink
187,187,b6P6a6ACbU1IuKxuiBq11A,YPMMkUSAvZX4K-JsUbREyQ,,0,drink
188,188,ffbzlKeGbMOqtqBWPIH0ew,zVILoCmmDSgcM5bc2BKVWg,Cucumber margarita!,0,drink
189,189,952GMMaYZaL391k1LoCfbw,7b-rlO3xXvd4HAv2vE0xig,Bourbon and water ~ this drink was crazy good,0,drink
190,190,ikznzD4iP7TUS_dlKJRv9A,yjQFvMBLMijZVyYKSNuYbw,Free Guarana Soda with check in!,0,drink
191,191,Upu2x8oP5hJn0w_QMTZs6g,5OJ7rw_Y6Xfmuet8PR5tXg,,0,drink
192,192,h1IfS1OTrmftS3GZNUbnIg,o078lirbXHYXN_k0fAtHNQ,3 flights of beer~,0,drink
193,193,BwXmla9KaFHpB02FhMp8NA,OGmH_HW9q-ttKdN_BagaxQ,,0,drink
194,194,E-Y0rsW5hYFfpVLutzUx1w,IobG2nuFf7yOJiRAQOTkAA,,0,drink
195,195,jy-dHP2JFq4BNbEWjbraNQ,hug4QV-cEB6grXlPY2SBCA,Mocha and Lychee Slushie,0,drink
196,196,5HfohCcBYEOVim2I7JFvfw,6lzt34EXu9gR8T50ljhnrA,,0,drink
197,197,o2B-pS0vtvfXTN7uQP-s0A,Q3jV_T__sAKXGefdOMC8vA,Summer cocktail-Kiwi Brisa,0,drink
198,198,bU6LsC5XVUwZRv7yNLLhUg,JwJa6nY_wlZEjagVleWQ-Q,Samuel Adams Oktoberfest,0,drink
199,199,IaE2xolzYqKa_Z8bf2MGZw,lPgSa77WTrIhZtaaseZxjw,Guinness...,0,drink
200,200,2B_MIrp3_gGs82RmaUDyTw,7QWhjAHWGcrVN_EGZ4iEXg,Delicious  cocktails,0,drink
201,201,XKgNDyI1q6L-WNneSN5NtQ,6Y0lQh4O-9JCutgyuMNq0g,Pineapple mojito,0,drink
202,202,3zTLSCpI7sLdEQ6Dvi0NNg,no3Fih0mtsj9v-A56O6bXg,,0,drink
203,203,BHvqkuUmM1v1SuXc-9mWEA,NQshhhnwMRMsYcMUnWPzKg,Cool cups!,0,drink
204,204,kheC7gnb0B-WTrA9b55Eiw,U3vlqKn9wMEgIPgKXxkEdA,Pink drink,0,drink
205,205,osmxQ7u9witiIPaX0LIhoA,MygjpRh1SUGcV5wKroFqnA,Thai style coffee and tea,0,drink
206,206,0GF7TuJDJ4TjPmBkcfx8EQ,0ilYusWkJPzD-aYGYtIsMg,,0,drink
207,207,xsstvvM-Gd0PmeGkX7g54A,oouwv9WR9tteQ6LL533zeA,,0,drink
208,208,FTJrqXQARWIoHA6_Va9BUg,y6_QNVQEFCLuQLj4obyqAQ,Frozen Peach Texas Margarita,0,drink
209,209,EUKDywv0KMyO8XPhrd315w,hl6NmFCscjigwhi7a-FtfA,1 Liter mugs,0,drink
210,210,mv57n3rvWeJADUd9zmOElQ,RMG_FKgsewfLdM_kIyfK2w,Dirty horchata,0,drink
211,211,Rln_YuHLaHcSBHfrBBd-eA,F0Q3MwTSsgCT1z1CGJ7e-g,Cup of Gumbo Soup,0,drink
212,212,0QE4r_OsB3DMkltyJnoYPg,ByOh6J3GrIF4XE3qzicYOA,,0,drink
213,213,51-b1sBzTt2hjUIYonzIaQ,TK_kkZHT6t2WBT8UNdQ8Lg,Bloody mary,0,drink
214,214,dpf5Zg7AFdh5INICQwEtPw,Hhi2NM9I6_gF7itRdTB8gw,Matcha Cheese Cap Latte (Medium),0,drink
215,215,wgdFrfdbr_susXmC-NT8NA,cr8uw1xsexCZNYPsxE3Dqg,,0,drink
216,216,xz5VxA41KNW0Dx29rY3NJw,izxb_qPMgTF7PshsTaKdGg,An iced decaf cold brew with foamed almond milk!,0,drink
217,217,71t9xqtcDP1N8ZxhV2054A,jKO4Og6ucdX2-YCTKQVYjg,,0,drink
